"PersonNumber","FirstName","LastName","GenderAsString","ParlGroupName","PartyName","PartyAbbreviation","DateJoining","DateLeaving","DateElection","DateOath","DateResignation","DateOfBirth","DateOfDeath"
2063,"Pierre-Th.","Fracheboud","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1863-12-07T00:00:00","1872-12-01T00:00:00","1863-12-07T00:00:00","1863-12-07T00:00:00","1872-12-01T00:00:00","1809-09-01T00:00:00","1879-01-14T00:00:00"
2064,"Paul","Frainier","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1959-12-07T00:00:00","1962-08-18T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1962-08-18T00:00:00","1910-01-31T00:00:00","1962-08-18T00:00:00"
2065,"Alessandro","Franchini","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1865-07-03T00:00:00","1866-04-01T00:00:00","1865-07-03T00:00:00","1865-07-03T00:00:00","1866-04-01T00:00:00","1829-11-28T00:00:00","1877-05-16T00:00:00"
2066,"Ernest","Francillon","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1881-12-05T00:00:00","1890-11-30T00:00:00","1881-12-05T00:00:00","1881-12-05T00:00:00","1890-11-30T00:00:00","1834-07-10T00:00:00","1900-04-03T00:00:00"
2067,"Ferdinand","Frank","m","Groupe socialiste","Parti socialiste suisse","PSS","1919-12-01T00:00:00","1935-12-01T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1935-12-01T00:00:00","1873-07-23T00:00:00","1936-02-22T00:00:00"
2068,"Stefano","Franscini","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1854-12-04T00:00:00","1855-03-01T00:00:00","1854-12-04T00:00:00","1854-12-04T00:00:00","1855-03-01T00:00:00","1796-10-23T00:00:00","1857-07-19T00:00:00"
2069,"Alberto","Franzoni","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1875-06-07T00:00:00","1879-06-01T00:00:00","1875-06-07T00:00:00","1875-06-07T00:00:00","1879-06-01T00:00:00","1816-08-28T00:00:00","1886-08-09T00:00:00"
2070,"Giuseppe","Fratecolla","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1868-07-06T00:00:00","1870-05-01T00:00:00","1868-07-06T00:00:00","1868-07-06T00:00:00","1870-05-01T00:00:00","1818-04-18T00:00:00","1873-10-26T00:00:00"
2071,"Emil","Frei","m","Groupe socialiste","Parti socialiste suisse","PSS","1939-12-04T00:00:00","1963-12-01T00:00:00","1939-12-04T00:00:00","1939-12-04T00:00:00","1963-12-01T00:00:00","1897-07-01T00:00:00","1987-12-06T00:00:00"
2072,"Johannes L.","Frei","m","Groupe socialiste","Parti socialiste suisse","PSS","1911-12-04T00:00:00","1919-11-01T00:00:00","1911-12-04T00:00:00","1911-12-04T00:00:00","1919-11-01T00:00:00","1870-10-03T00:00:00","1932-01-30T00:00:00"
2073,"Erwin","Freiburghaus","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1959-12-07T00:00:00","1979-11-25T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1979-11-25T00:00:00","1914-11-15T00:00:00","1991-09-14T00:00:00"
2074,"Jakob","Freiburghaus","m","Groupe libéral-radical","Union Démocratique du Centre","UDC","1896-03-16T00:00:00","1919-11-30T00:00:00","1896-05-31T00:00:00","1896-03-16T00:00:00","1927-08-17T00:00:00","1854-04-14T00:00:00","1927-08-17T00:00:00"
2075,"Eduard","Freimüller","m","Groupe socialiste","Parti socialiste suisse","PSS","1943-12-06T00:00:00","1963-12-01T00:00:00","1943-12-06T00:00:00","1943-12-06T00:00:00","1963-12-01T00:00:00","1898-08-09T00:00:00","1966-06-02T00:00:00"
2076,"Hermann","Freuler","m","Non inscrit","Libéral","Lib*","1895-06-04T00:00:00","1896-12-06T00:00:00","1895-06-04T00:00:00","1895-06-04T00:00:00","1896-12-06T00:00:00","1841-04-26T00:00:00","1903-06-11T00:00:00"
2077,"Alfred","Frey","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1900-03-19T00:00:00","1924-09-22T00:00:00","1900-03-19T00:00:00","1900-03-19T00:00:00","1924-09-22T00:00:00","1859-08-24T00:00:00","1924-09-22T00:00:00"
2078,"Emil","Frey","m","Gauche","Démocrates","Dém*","1893-03-13T00:00:00","1896-12-06T00:00:00","1893-03-13T00:00:00","1893-03-13T00:00:00","1896-12-06T00:00:00","1861-09-03T00:00:00","1916-12-20T00:00:00"
2079,"Emil Joh. Rud.","Frey","m",,"PLR.Les Libéraux-Radicaux","PLR","1895-01-01T00:00:00","1897-03-31T00:00:00","1890-12-11T00:00:00","1895-01-01T00:00:00","1897-03-31T00:00:00","1838-10-24T00:00:00","1922-12-24T00:00:00"
2080,"Emil Remig.","Frey","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1864-07-04T00:00:00","1867-12-01T00:00:00","1864-07-04T00:00:00","1864-07-04T00:00:00","1867-12-01T00:00:00","1803-10-09T00:00:00","1889-02-17T00:00:00"
2081,"Samuel","Frey","m","Centre","Libéral","Lib*","1852-07-05T00:00:00","1863-12-06T00:00:00","1852-07-05T00:00:00","1852-07-05T00:00:00","1863-12-06T00:00:00","1820-11-20T00:00:00","1905-01-29T00:00:00"
2082,"Theodor","Frey","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1905-12-04T00:00:00","1911-12-03T00:00:00","1905-12-04T00:00:00","1905-12-04T00:00:00","1911-12-03T00:00:00","1842-11-19T00:00:00","1912-11-19T00:00:00"
2083,"Friedrich A.","Frey-Hérosé","m","Centre","Libéral","Lib*","1866-12-03T00:00:00","1872-12-01T00:00:00","1866-12-03T00:00:00","1866-12-03T00:00:00","1872-12-01T00:00:00","1801-10-12T00:00:00","1873-09-22T00:00:00"
2084,"Pierre","Freymond","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1967-12-04T00:00:00","1971-04-11T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1971-04-11T00:00:00","1921-09-06T00:00:00","1971-04-11T00:00:00"
2085,"Hans","Fricker","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1942-12-08T00:00:00","1955-12-04T00:00:00","1933-03-27T00:00:00","1933-03-27T00:00:00","1955-12-04T00:00:00","1879-02-21T00:00:00","1956-12-04T00:00:00"
2086,"Charles-M.","Friderich","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1872-07-21T00:00:00","1872-12-01T00:00:00","1864-10-01T00:00:00","1864-10-01T00:00:00","1872-12-01T00:00:00","1828-03-20T00:00:00","1880-01-09T00:00:00"
2087,"Friedrich","Fritschi","m","Groupe libéral-radical","Démocrates","Dém*","1902-12-01T00:00:00","1919-11-01T00:00:00","1902-12-01T00:00:00","1902-12-01T00:00:00","1919-11-01T00:00:00","1851-12-05T00:00:00","1921-06-29T00:00:00"
2088,"Paul","Fröhlich","m","Groupe socialiste","Parti socialiste suisse","PSS","1943-03-30T00:00:00","1950-06-01T00:00:00","1943-03-30T00:00:00","1943-03-30T00:00:00","1950-06-01T00:00:00","1895-06-27T00:00:00","1967-07-16T00:00:00"
2089,"Hans","Fuchs","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1951-12-03T00:00:00","1967-12-03T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1967-12-03T00:00:00","1911-01-27T00:00:00","1996-02-13T00:00:00"
2090,"Friedrich","Fueter","m","Droite évangélique (cons. réf.)","Conservateurs réformés","ConsR*","1848-11-06T00:00:00","1857-12-06T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1857-12-06T00:00:00","1802-01-14T00:00:00","1858-11-26T00:00:00"
2091,"Alexander L.","Funk","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1848-11-06T00:00:00","1851-11-30T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1851-11-30T00:00:00","1806-02-19T00:00:00","1871-11-26T00:00:00"
2092,"Johann Georg","Fuog","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1850-04-05T00:00:00","1860-12-02T00:00:00","1850-04-05T00:00:00","1850-04-05T00:00:00","1860-12-02T00:00:00","1794-10-10T00:00:00","1865-04-17T00:00:00"
2093,"Adolf","Furrer","m","Groupe socialiste","Parti socialiste suisse","PSS","1935-12-02T00:00:00","1963-12-01T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1963-12-01T00:00:00","1897-12-09T00:00:00","1978-02-10T00:00:00"
2094,"Emil Heinrich","Furrer","m","Groupe socialiste","Parti socialiste suisse","PSS","1933-09-25T00:00:00","1935-12-01T00:00:00","1933-09-25T00:00:00","1933-09-25T00:00:00","1935-12-01T00:00:00","1876-02-18T00:00:00","1956-10-17T00:00:00"
2095,"Jonas","Furrer","m",,"Libéral","Lib*","1858-01-01T00:00:00","1858-12-31T00:00:00","1848-11-16T00:00:00","1858-01-01T00:00:00","1858-12-31T00:00:00","1805-03-05T00:00:00","1861-07-25T00:00:00"
2096,"Josef","Furrer","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1911-12-04T00:00:00","1914-12-06T00:00:00","1911-12-04T00:00:00","1911-12-04T00:00:00","1914-12-06T00:00:00","1869-09-23T00:00:00","1925-04-21T00:00:00"
2097,"Antonio","Fusoni","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1912-12-02T00:00:00","1914-09-21T00:00:00","1912-12-02T00:00:00","1912-12-02T00:00:00","1914-09-21T00:00:00","1857-09-28T00:00:00","1914-09-21T00:00:00"
2098,"Johann Jakob","Gabathuler","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1951-06-11T00:00:00","1951-12-02T00:00:00","1951-06-11T00:00:00","1951-06-11T00:00:00","1951-12-02T00:00:00","1883-05-29T00:00:00","1958-09-06T00:00:00"
2099,"Theodor","Gabriel","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1932-06-06T00:00:00","1935-12-01T00:00:00","1932-06-06T00:00:00","1932-06-06T00:00:00","1935-12-01T00:00:00","1875-04-27T00:00:00","1951-06-22T00:00:00"
2100,"Stefano","Gabuzzi","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1910-12-05T00:00:00","1920-03-01T00:00:00","1910-12-05T00:00:00","1910-12-05T00:00:00","1920-03-01T00:00:00","1848-08-08T00:00:00","1936-01-26T00:00:00"
2101,"Johann Jakob","Gächter","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1899-12-04T00:00:00","1905-07-29T00:00:00","1899-12-04T00:00:00","1899-12-04T00:00:00","1905-07-29T00:00:00","1833-09-22T00:00:00","1905-07-29T00:00:00"
2102,"Andreas","Gadient","m","Groupe démocrate","Démocrates","Dém*","1925-12-07T00:00:00","1959-12-06T00:00:00","1925-10-25T00:00:00","1925-12-07T00:00:00","1959-12-06T00:00:00","1892-09-06T00:00:00","1976-12-27T00:00:00"
2103,"Gaudenz","Gadmer","m","Gauche démocratique","PLR.Les Libéraux-Radicaux","PLR","1869-12-06T00:00:00","1872-12-01T00:00:00","1869-12-06T00:00:00","1869-12-06T00:00:00","1872-12-01T00:00:00","1819-10-04T00:00:00","1877-02-23T00:00:00"
2104,"Max","Gafner","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1928-12-03T00:00:00","1943-03-01T00:00:00","1928-12-03T00:00:00","1928-12-03T00:00:00","1943-03-01T00:00:00","1892-04-29T00:00:00","1957-11-02T00:00:00"
2105,"Emile","Gaillard","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1887-04-12T00:00:00","1896-10-31T00:00:00","1887-04-12T00:00:00","1887-04-12T00:00:00","1896-10-31T00:00:00","1833-03-30T00:00:00","1896-10-31T00:00:00"
2106,"Rudolf","Gallati","m",,"PLR.Les Libéraux-Radicaux","PLR","1887-12-05T00:00:00","1904-06-01T00:00:00","1887-12-05T00:00:00","1887-12-05T00:00:00","1904-06-01T00:00:00","1845-04-16T00:00:00","1904-11-03T00:00:00"
2107,"Rudolf","Gallati","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1935-12-02T00:00:00","1943-05-30T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1943-05-30T00:00:00","1880-07-17T00:00:00","1943-05-30T00:00:00"
2108,"A. Domenico","Galli","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1851-07-07T00:00:00","1851-10-01T00:00:00","1851-07-07T00:00:00","1851-07-07T00:00:00","1851-10-01T00:00:00","1791-07-25T00:00:00","1856-02-05T00:00:00"
2109,"Antonio","Galli","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1926-02-08T00:00:00","1926-09-01T00:00:00","1926-02-08T00:00:00","1926-02-08T00:00:00","1926-09-01T00:00:00","1883-04-24T00:00:00","1942-07-28T00:00:00"
2110,"Brenno","Galli","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1959-12-07T00:00:00","1971-11-28T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1971-11-28T00:00:00","1910-09-26T00:00:00","1978-08-19T00:00:00"
2111,"Martin","Gamma","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1914-12-07T00:00:00","1925-12-06T00:00:00","1914-12-07T00:00:00","1914-12-07T00:00:00","1925-12-06T00:00:00","1856-03-21T00:00:00","1937-10-22T00:00:00"
2112,"Raymond","Gamma","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1979-11-26T00:00:00","1980-07-08T00:00:00","1979-11-26T00:00:00","1979-11-26T00:00:00","1980-07-08T00:00:00","1919-02-25T00:00:00","1980-07-08T00:00:00"
2113,"Anton Philipp","Ganzoni","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1848-11-06T00:00:00","1852-07-01T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1852-07-01T00:00:00","1800-09-02T00:00:00","1881-07-27T00:00:00"
2114,"Evaristo","Garbani","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1921-12-06T00:00:00","1922-06-22T00:00:00","1909-12-06T00:00:00","1909-12-06T00:00:00","1922-06-22T00:00:00","1867-10-26T00:00:00","1944-02-16T00:00:00"
2115,"Adolf","Gasser","m","Groupe socialiste","Parti socialiste suisse","PSS","1928-12-03T00:00:00","1935-12-01T00:00:00","1928-12-03T00:00:00","1928-12-03T00:00:00","1935-12-01T00:00:00","1877-10-23T00:00:00","1948-06-04T00:00:00"
2116,"Alfred","Gasser","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1960-06-07T00:00:00","1965-06-01T00:00:00","1960-06-07T00:00:00","1960-06-07T00:00:00","1965-06-01T00:00:00","1904-04-23T00:00:00","1985-01-22T00:00:00"
2117,"Hans","Gasser","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1963-12-02T00:00:00","1971-11-28T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1971-11-28T00:00:00","1902-06-24T00:00:00","1985-12-20T00:00:00"
2118,"Agostino","Gatti","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1873-11-03T00:00:00","1893-12-03T00:00:00","1873-11-03T00:00:00","1873-11-03T00:00:00","1893-12-03T00:00:00","1841-03-29T00:00:00","1897-01-14T00:00:00"
2119,"Oskar August","Gattiker","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1939-01-31T00:00:00","1943-12-05T00:00:00","1939-01-31T00:00:00","1939-01-31T00:00:00","1943-12-05T00:00:00","1873-08-16T00:00:00","1948-12-13T00:00:00"
2120,"Emile-Louis","Gaudard","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1893-03-13T00:00:00","1928-12-02T00:00:00","1893-03-13T00:00:00","1893-03-13T00:00:00","1928-12-02T00:00:00","1856-12-06T00:00:00","1941-08-20T00:00:00"
2121,"Johann Baptist","Gaudy","m","Gauche démocratique","Démocrates","Dém*","1866-12-03T00:00:00","1881-12-04T00:00:00","1866-12-03T00:00:00","1866-12-03T00:00:00","1881-12-04T00:00:00","1831-03-18T00:00:00","1901-11-12T00:00:00"
2122,"Victor","Gautier","m","Groupe libéral","Parti libéral démocrate","PLD","1955-12-05T00:00:00","1963-12-01T00:00:00","1955-12-05T00:00:00","1955-12-05T00:00:00","1963-12-01T00:00:00","1891-02-10T00:00:00","1965-01-17T00:00:00"
2123,"P.-Alexandre","Gavard","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1896-12-07T00:00:00","1898-11-29T00:00:00","1896-12-07T00:00:00","1896-12-07T00:00:00","1898-11-29T00:00:00","1845-03-25T00:00:00","1898-11-29T00:00:00"
2124,"Johannes G. jun.","Geel","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1915-12-07T00:00:00","1931-03-01T00:00:00","1896-12-07T00:00:00","1896-12-07T00:00:00","1931-03-01T00:00:00","1854-07-13T00:00:00","1937-01-24T00:00:00"
2125,"Johannes G. sen.","Geel","m","Gauche","Libéral","Lib*","1872-06-01T00:00:00","1875-12-05T00:00:00","1872-06-01T00:00:00","1872-06-01T00:00:00","1875-12-05T00:00:00","1825-11-17T00:00:00","1891-11-04T00:00:00"
2126,"Alfred","Gehrig","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1967-12-04T00:00:00","1971-11-28T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1971-11-28T00:00:00","1912-07-04T00:00:00","1995-10-16T00:00:00"
2127,"Joh. Rudolf","Geigy","m","Centre","Juste milieu/Zentrum (BS)","Zent (BS)*","1878-12-02T00:00:00","1887-12-04T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1887-12-04T00:00:00","1830-03-04T00:00:00","1917-02-17T00:00:00"
2128,"Rudolf","Geilinger","m","Groupe libéral-radical","Démocrates","Dém*","1900-06-06T00:00:00","1911-01-23T00:00:00","1884-03-10T00:00:00","1884-03-10T00:00:00","1911-01-23T00:00:00","1848-05-08T00:00:00","1911-01-23T00:00:00"
2129,"Henri","Geiser","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1959-12-07T00:00:00","1971-11-28T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1971-11-28T00:00:00","1901-09-27T00:00:00","1976-01-18T00:00:00"
2130,"Fritz","Geissbühler","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1957-12-02T00:00:00","1967-12-03T00:00:00","1957-12-02T00:00:00","1957-12-02T00:00:00","1967-12-03T00:00:00","1904-10-13T00:00:00","1969-05-09T00:00:00"
2131,"Karl","Geissbühler","m","Groupe socialiste","Parti socialiste suisse","PSS","1952-01-28T00:00:00","1967-12-03T00:00:00","1952-01-28T00:00:00","1952-01-28T00:00:00","1967-12-03T00:00:00","1897-03-21T00:00:00","1974-09-02T00:00:00"
2132,"Rudolf Arnold","Gelpke","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1919-12-01T00:00:00","1935-12-01T00:00:00","1917-02-19T00:00:00","1917-03-19T00:00:00","1935-12-01T00:00:00","1873-10-05T00:00:00","1940-01-13T00:00:00"
2133,"Albert","Gemperli","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1947-12-01T00:00:00","1963-12-01T00:00:00","1947-12-01T00:00:00","1947-12-01T00:00:00","1963-12-01T00:00:00","1893-07-02T00:00:00","1982-08-01T00:00:00"
2134,"Frédéric-J.","Gendre","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1860-07-08T00:00:00","1868-05-01T00:00:00","1860-07-08T00:00:00","1860-07-08T00:00:00","1868-05-01T00:00:00","1819-07-29T00:00:00","1900-10-02T00:00:00"
2135,"Henri","Gendre","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1954-03-15T00:00:00","1959-12-06T00:00:00","1954-03-15T00:00:00","1954-03-15T00:00:00","1959-12-06T00:00:00","1900-08-15T00:00:00","1981-02-13T00:00:00"
2136,"Florian","Gengel","m","Gauche démocratique","PLR.Les Libéraux-Radicaux","PLR","1879-06-03T00:00:00","1879-12-01T00:00:00","1874-07-01T00:00:00","1874-07-01T00:00:00","1879-12-01T00:00:00","1834-07-06T00:00:00","1905-02-04T00:00:00"
2137,"Oscar","Genoud","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1918-06-03T00:00:00","1925-12-06T00:00:00","1918-06-03T00:00:00","1918-06-03T00:00:00","1925-12-06T00:00:00","1878-12-13T00:00:00","1927-07-08T00:00:00"
2138,"Paul","Genoud","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1963-12-02T00:00:00","1966-09-01T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1966-09-01T00:00:00","1916-10-10T00:00:00","1992-01-08T00:00:00"
2139,"Alfred P. W.","Georg","m","Groupe libéral","Parti libéral démocrate","PLD","1907-06-03T00:00:00","1911-12-03T00:00:00","1907-06-03T00:00:00","1907-06-03T00:00:00","1911-12-03T00:00:00","1864-09-07T00:00:00","1957-06-27T00:00:00"
2140,"André","Germanier","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1928-12-03T00:00:00","1937-12-01T00:00:00","1928-12-03T00:00:00","1928-12-03T00:00:00","1937-12-01T00:00:00","1896-01-17T00:00:00","1960-05-18T00:00:00"
2141,"Francis","Germanier","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1955-12-05T00:00:00","1967-12-03T00:00:00","1955-12-05T00:00:00","1955-12-05T00:00:00","1967-12-03T00:00:00","1909-05-12T00:00:00","1994-07-13T00:00:00"
2142,"Adolf","Germann","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1909-12-07T00:00:00","1914-06-01T00:00:00","1896-03-16T00:00:00","1896-03-16T00:00:00","1914-06-01T00:00:00","1857-02-02T00:00:00","1924-05-07T00:00:00"
2143,"Walter","Gerosa","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1963-12-02T00:00:00","1971-11-28T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1971-11-28T00:00:00","1914-06-17T00:00:00","1981-04-18T00:00:00"
2144,"Albert","Geser","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1933-12-19T00:00:00","1935-03-31T00:00:00","1933-12-19T00:00:00","1933-12-19T00:00:00","1935-03-31T00:00:00","1868-09-07T00:00:00","1935-03-31T00:00:00"
2145,"Arnold","Gfeller","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1951-12-03T00:00:00","1959-03-01T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1959-03-01T00:00:00","1902-09-26T00:00:00","1978-08-05T00:00:00"
2146,"Hans","Gfeller","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1935-12-02T00:00:00","1963-12-01T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1963-12-01T00:00:00","1897-10-02T00:00:00","1967-11-12T00:00:00"
2147,"Johann Ulrich","Gfeller","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1851-12-01T00:00:00","1866-12-02T00:00:00","1851-12-01T00:00:00","1851-12-01T00:00:00","1866-12-02T00:00:00","1810-10-19T00:00:00","1871-12-02T00:00:00"
2148,"Ugo","Gianella","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1963-12-02T00:00:00","1972-10-26T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1972-10-26T00:00:00","1920-11-26T00:00:00","1972-10-26T00:00:00"
2149,"Fritz","Giovanoli","m","Groupe socialiste","Parti socialiste suisse","PSS","1955-12-05T00:00:00","1963-12-01T00:00:00","1955-12-05T00:00:00","1955-12-05T00:00:00","1963-12-01T00:00:00","1898-03-16T00:00:00","1964-06-26T00:00:00"
2150,"Ami","Girard","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1860-12-03T00:00:00","1869-12-05T00:00:00","1860-12-03T00:00:00","1860-12-03T00:00:00","1869-12-05T00:00:00","1819-02-06T00:00:00","1900-04-10T00:00:00"
2151,"Joseph","Girard","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1854-01-09T00:00:00","1854-10-01T00:00:00","1854-01-09T00:00:00","1854-01-09T00:00:00","1854-10-01T00:00:00","1815-10-09T00:00:00","1890-06-25T00:00:00"
2152,"Julien","Girard","m","Groupe libéral","Parti libéral démocrate","PLD","1946-10-17T00:00:00","1947-11-30T00:00:00","1946-10-17T00:00:00","1946-10-17T00:00:00","1947-11-30T00:00:00","1905-04-10T00:00:00","1978-09-19T00:00:00"
2153,"Charles-Amédée","Girod","m","Inconnu","Indéfinissable","?","1872-11-01T00:00:00","1872-12-01T00:00:00","1872-11-01T00:00:00","1872-11-01T00:00:00","1872-12-01T00:00:00","1835-01-01T00:00:00","1905-01-01T00:00:00"
2154,"Eugène","Girod","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1922-12-04T00:00:00","1925-12-06T00:00:00","1922-12-04T00:00:00","1922-12-04T00:00:00","1925-12-06T00:00:00","1860-12-31T00:00:00","1927-08-09T00:00:00"
2155,"Emile","Giroud","m","Groupe socialiste","Parti socialiste suisse","PSS","1955-12-05T00:00:00","1963-03-16T00:00:00","1955-12-05T00:00:00","1955-12-05T00:00:00","1963-03-16T00:00:00","1896-12-09T00:00:00","1963-03-16T00:00:00"
2156,"Joseph","Gisi","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1887-12-05T00:00:00","1902-02-27T00:00:00","1887-12-05T00:00:00","1887-12-05T00:00:00","1902-02-27T00:00:00","1848-12-04T00:00:00","1902-02-27T00:00:00"
2157,"Valentin","Gitermann","m","Groupe socialiste","Parti socialiste suisse","PSS","1944-03-21T00:00:00","1965-06-21T00:00:00","1944-03-21T00:00:00","1944-03-21T00:00:00","1965-06-21T00:00:00","1900-06-04T00:00:00","1965-06-21T00:00:00"
2158,"Jacques","Glarner","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1959-12-07T00:00:00","1970-09-01T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1970-09-01T00:00:00","1908-01-30T00:00:00","1974-10-20T00:00:00"
2159,"Gérard","Glasson","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1966-09-26T00:00:00","1975-11-30T00:00:00","1966-09-26T00:00:00","1966-09-26T00:00:00","1975-11-30T00:00:00","1918-07-03T00:00:00","1982-07-17T00:00:00"
2160,"James","Glasson","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1935-12-02T00:00:00","1943-12-05T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1943-12-05T00:00:00","1878-12-08T00:00:00","1952-09-02T00:00:00"
2161,"Nicolas-L.","Glasson","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1854-12-04T00:00:00","1857-12-06T00:00:00","1854-12-04T00:00:00","1854-12-04T00:00:00","1857-12-06T00:00:00","1817-12-27T00:00:00","1864-05-30T00:00:00"
